SHORT,0.021,36.281,550,USA
WIGGINS,0.021,36.302,551,USA
MATHEWS,0.021,36.323,552,USA
MCCLAIN,0.021,36.344,553,USA
FISCHER,0.021,36.365,554,USA
WALL,0.021,36.386,555,USA
SMALL,0.021,36.407,556,USA
MELTON,0.021,36.428,557,USA
HENSLEY,0.021,36.449,558,USA
BOND,0.021,36.47,559,USA
DYER,0.021,36.491,560,USA
CAMERON,0.021,36.511,561,USA
GRIMES,0.021,36.532,562,USA
CONTRERAS,0.021,36.553,563,USA
CHRISTIAN,0.021,36.573,564,USA
WYATT,0.021,36.594,565,USA
BAXTER,0.021,36.615,566,USA
SNOW,0.021,36.635,567,USA
MOSLEY,0.021,36.656,568,USA
SHEPHERD,0.021,36.677,569,USA
LARSEN,0.021,36.697,570,USA
HOOVER,0.021,36.718,571,USA
BEASLEY,0.02,36.738,572,USA
GLENN,0.02,36.758,573,USA
PETERSEN,0.02,36.779,574,USA
WHITEHEAD,0.02,36.799,575,USA
MEYERS,0.02,36.819,576,USA
KEITH,0.02,36.84,577,USA
GARRISON,0.02,36.86,578,USA
VINCENT,0.02,36.88,579,USA
SHIELDS,0.02,36.9,580,USA
HORN,0.02,36.92,581,USA
SAVAGE,0.02,36.941,582,USA
OLSEN,0.02,36.961,583,USA
SCHROEDER,0.02,36.981,584,USA
HARTMAN,0.02,37.001,585,USA
WOODARD,0.02,37.021,586,USA
MUELLER,0.02,37.041,587,USA
KEMP,0.02,37.061,588,USA
DELEON,0.02,37.081,589,USA
BOOTH,0.02,37.101,590,USA
PATEL,0.02,37.121,591,USA
CALHOUN,0.02,37.14,592,USA
WILEY,0.02,37.16,593,USA
EATON,0.02,37.18,594,USA
CLINE,0.02,37.2,595,USA
NAVARRO,0.02,37.22,596,USA
HARRELL,0.02,37.24,597,USA
LESTER,0.02,37.259,598,USA
HUMPHREY,0.02,37.279,599,USA
PARRISH,0.02,37.299,600,USA
DURAN,0.02,37.318,601,USA
HUTCHINSON,0.02,37.338,602,USA
HESS,0.02,37.358,603,USA
DORSEY,0.02,37.377,604,USA
BULLOCK,0.02,37.397,605,USA
ROBLES,0.02,37.416,606,USA
BEARD,0.019,37.436,607,USA
DALTON,0.019,37.455,608,USA
AVILA,0.019,37.475,609,USA
VANCE,0.019,37.494,610,USA
RICH,0.019,37.514,611,USA
